Name,Country,Region,Winery,Rating,NumberOfRatings,Year,Price
Jumara Irpinia Aglianico Campi Taurasini 2015,Italy,Irpinia,I Capitani,3.8,39,2015,12.09
Aglianico Beneventano 2018,Italy,Campania,Epicuro,3.6,39,2018,7.32
Saint-Estèphe (Grand Cru Classé) 2017,France,Saint-Estèphe,Château Montrose,4.3,39,2017,170.59
Costières de Nîmes 2017,France,Costières-de-Nîmes,La Pinède,3.7,39,2017,6.02
Crianza Unico 2014,Spain,La Mancha,Finca Antigua,3.6,39,2014,8.24
Primitivo di Manduria 2018,Italy,Primitivo di Manduria,Terre Avare,3.6,39,2018,9.50
La Ripe Sangiovese Colli Pesaresi 2016,Italy,Colli Pesaresi,Roberto Lucarelli,3.6,39,2016,10.95
Cistus Rouge Faugères 2017,France,Languedoc,Château de la Liquiere,3.7,39,2017,19.30
Clos Chante l'Alouette Saint-Émilion 2015,France,Médoc,Ets Ouzoulias,4.0,39,2015,20.75
One Bottle of my Cabernet Sauvignon Beats 23 Semesters of Philosophy! 2015,Germany,Pfalz,Emil Bauer & Söhne,4.0,39,2015,11.95
Roble 2016,Spain,Toro,Muruve,3.6,39,2016,8.29
Reserva 2010,Spain,Cariñena,Jordán de Asso,3.7,39,2010,18.79
Paz Malbec 2018,Argentina,San Juan,Bodega Finca Las Moras,3.8,39,2018,12.53
Tempranillo 3 Barrica-Oak Aged-Barrique 2016,Spain,Castilla,Candidato,3.8,39,2016,4.99
Résonance Pinot Noir 2014,United States,Willamette Valley,Résonance,4.2,39,2014,76.99
Finca Biniagual Verán 2016,Spain,Binissalem-Mallorca,Biniagual,4.2,39,2016,18.83
Côtes du Rhône 2017,France,Côtes-du-Rhône,Château du Bois de la Garde,3.7,39,2017,7.70
Hugonis 2016,Italy,Terre Siciliane,Tenuta Rapitalà,3.8,39,2016,20.37
Terroir du Trias Bandol Rouge 2005,France,Bandol,Domaine de Terrebrune,3.9,39,2005,79
Barolo Riserva 2013,Italy,Barolo,Paolo Manzone,4.2,39,2013,68.14
Primitivo di Manduria Riserva 2015,Italy,Primitivo di Manduria,Epicuro,3.9,390,2015,16.59
Haut-Médoc 2015,France,Haut-Médoc,Château Sociando-Mallet,4.0,390,2015,41.87
Zinfandel 2016,United States,Mendocino County,Hess Select,4.0,390,2016,17.18
Negroamaro Salento Masseria Maime 2015,Italy,Salento,Tormaresca,4.1,390,2015,23.08
Graticcio Appassionato 2017,Italy,Veneto,Tommasi,3.8,3900,2017,10.54
Almaviva 2017,Chile,Puente Alto,Almaviva,4.6,391,2017,173.63
Desiderio Merlot 2015,Italy,Cortona,Avignonesi,4.1,391,2015,45
Rosso di Montalcino 2015,Italy,Rosso di Montalcino,Altesino,3.7,391,2015,15.95
Marquês de Montemor 2017,Portugal,Alentejano,Quinta da Plansel,3.6,391,2017,4.85
Gigondas Rouge 2012,France,Gigondas,Château du Trignon,4.0,391,2012,17.50
Chianti Classico 2016,Italy,Chianti Classico,Rocca di Castagnoli,3.7,391,2016,13.16
Côte de Beaune 2016,France,Côte de Beaune,Joseph Drouhin,4.1,392,2016,39.90
Blason d'Issan Margaux 2015,France,Margaux,Château d'Issan,4.0,392,2015,43.28
Pantocrator 2005,Spain,Rioja Alta,Tarón,4.2,392,2005,19.40
Pomerol 2012,France,Pomerol,Château Taillefer,3.8,393,2012,36.11
Cabernet Sauvignon 2014,South Africa,Stellenbosch,Meerlust,3.9,393,2014,22.50
Salanques Priorat 2014,Spain,Priorat,Mas Doix,4.0,393,2014,32.90
Ventoux Quintessence 2017,France,Ventoux,Château Pesquie,3.9,393,2017,18.20
Châteauneuf-du-Pape 2016,France,Châteauneuf-du-Pape,Château Maucoil,4.2,394,2016,33.13
La Demoiselle de Sociando-Mallet Haut-Médoc 2015,France,Haut-Médoc,Château Sociando-Mallet,3.8,394,2015,19.40
Perricone Guarnaccio Regaleali 2016,Italy,Terre Siciliane,Tasca d'Almerita,3.5,394,2016,10.62
Añada 2017,Spain,Binissalem-Mallorca,Macià Batle,3.6,394,2017,10.67
Crianza Rioja 2016,Spain,Rioja,Campillo,3.7,394,2016,15.95
Cerretalto Brunello di Montalcino 2010,Italy,Brunello di Montalcino,Casanova di Neri,4.6,394,2010,354.05
Tinto 2018,Portugal,Lisboa,Quinta da Espiga,3.7,394,2018,5.75
Haut-Médoc 2014,France,Haut-Médoc,Château Lanessan,3.6,395,2014,18.50
Flowers Tinto Suave 2014,Brazil,Serra Gaúcha,Salton,3.0,395,2014,6.90
Valpolicella Superiore 2016,Italy,Valpolicella,Zenato,3.8,3957,2016,7.90
Pinot Noir 2016,South Africa,Stellenbosch,Meerlust,3.7,396,2016,22.45
Castel Firmian Teroldego Rotaliano 2017,Italy,Teroldego Rotaliano,Mezzacorona,3.7,396,2017,7.80
Cirò Classico Rosso 2015,Italy,Cirò,Librandi,3.2,396,2015,6.90
Sàgana (Tenuta San Giacomo) 2012,Italy,Sicilia,Cusumano,3.8,396,2012,19.30
Reserve Cabernet Sauvignon 2013,South Africa,Stellenbosch,Vergelegen,4.3,396,2013,26.50
Benuara (Tenuta Presti e Pegni) 2017,Italy,Terre Siciliane,Cusumano,4.0,396,2017,10.35
Poggio ai Ginepri Bolgheri 2018,Italy,Bolgheri,Tenuta Argentiera,3.8,396,2018,13.47
Brunello di Montalcino 2012,Italy,Brunello di Montalcino,Tenuta CastelGiocondo,4.2,3960,2012,36.76
Sonoma Zinfandel 2017,United States,Sonoma County,Seghesio,4.1,3963,2017,29.90
Amon-Ra Shiraz 2016,Australia,Barossa Valley,Glaetzer,4.3,397,2016,56.44
Classic Collection Cabernet Sauvignon 2018,South Africa,Western Cape,KWV,3.5,397,2018,7.27
Barolo Bricco Delle Viole 2014,Italy,Barolo,G.D. Vajra,4.2,397,2014,62.38
Vieilles Vignes Cayrol Carignan 2017,France,Côtes Catalanes,Domaine Lafage,3.7,397,2017,9.90
Finca Resalso 2018,Spain,Ribera del Duero,Emilio Moro,3.9,3976,2018,8.10
Saint-Julien (Grand Cru Classé) 2015,France,Saint-Julien,Château Léoville Poyferré,4.2,398,2015,102.35
Patchwork Shiraz (Samuel's Garden Collection) 2016,Australia,Barossa,Yalumba,3.6,398,2016,20.76
Lalande-de-Pomerol 2015,France,Lalande-de-Pomerol,Château La Fleur de Boüard,4.1,398,2015,37.95
Castello Fonterutoli Chianti Classico Gran Selezione 2016,Italy,Chianti Classico,Mazzei,4.2,399,2016,49.95
Carmenère Grande Reserve 2017,Chile,Colchagua Valley,Los Vascos,4.0,399,2017,15.79
Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2013,France,Saint-Émilion Grand Cru,Château Belair-Monange,4.1,40,2013,105.28
Château Pimorin Haut-Médoc 2014,France,Haut-Médoc,Château Fontesteau,3.8,40,2014,13.04
Le Clos Rouge Crozes-Hermitage 2014,France,Crozes-Hermitage,Delas,4.1,40,2014,36.95
Tre Saggi Montepulciano d'Abruzzo 2016,Italy,Montepulciano d'Abruzzo,Talamonti,3.6,40,2016,10.57
Gran Lurton Cabernet Sauvignon 2015,Argentina,Uco Valley,Bodega Piedra Negra,3.9,40,2015,24.30
Enira Petit 2016,Bulgaria,Pazardjik,Bessa Valley,3.7,40,2016,8.87
Terre de Manganese 2015,France,Beaujolais,Didier Desvignes,4.2,40,2015,22.23
Filio Corpore 2013,Italy,Veneto,Villa Sandi,4.1,40,2013,9.65
Les Grandes Terrasses Cornas 2014,France,Cornas,Paul Jaboulet Aîné,4.0,40,2014,38.79
Pére de Famille Cabernet Sauvignon 2016,United States,Columbia Valley,Betz Family Winery,4.5,40,2016,88.42
Pinotage 2018,South Africa,Durbanville,Durbanville Hills,3.7,40,2018,7.62
Elio 2014,Italy,Veneto,Paolo Cottini,4.2,40,2014,48.90
La Strada Syrah 2013,New Zealand,Marlborough,Fromm Winery,3.6,40,2013,19.53
The Ironstone Pressings 2014,Australia,McLaren Vale,d'Arenberg,4.0,40,2014,47.98
Pinot Noir 2016,Romania,Tarnave,Villa Vinea,3.5,40,2016,10.90
Tinto 2016,Spain,Somontano,Enate,3.3,40,2016,11.05
Cabernet Sauvignon 2016,France,Pays d'Oc,Fortant,2.5,40,2016,8.29
Tamiz de Teófilo Reyes 2017,Spain,Ribera del Duero,Bodegas Reyes,3.8,40,2017,8.72
Single Vineyard Block No 4 Malbec 2015,Argentina,Pedernal Valley,Pyros,3.7,40,2015,23.95
Henley Shiraz 2005,Australia,McLaren Vale,Geoff Merrill,4.5,40,2005,96.50
Domaine de la Madone Fleurie 2017,France,Fleurie,Jean-Marc Despres,3.4,40,2017,11.43
Côtes du Rhône Le Caillou 2019,France,Côtes-du-Rhône,Clos du Caillou,3.8,40,2019,11.50
The Coppermine Road Cabernet Sauvignon 2016,Australia,McLaren Vale,d'Arenberg,3.9,40,2016,44.20
Le Caggiole Vino Nobile di Montepulciano 2016,Italy,Vino Nobile di Montepulciano,Poliziano,4.5,40,2016,79.50
Dragon Tree Cabernet Sauvignon - Shiraz - Pinotage 2017,South Africa,Western Cape,Flagstone,3.8,40,2017,11.95
Spätburgunder Trocken 2017,Germany,Rheinhessen,Manz,3.5,40,2017,7.85
Frappato 2014,Italy,Terre Siciliane,Baglio di Pianetto,3.5,40,2014,7.78
Cuvée Confidence Côtes du Rhône Rouge 2018,France,Côtes-du-Rhône,Domaine Fond Croze,3.7,40,2018,6.73
La Tota Barbera d'Asti 2018,Italy,Barbera d'Asti,Marchesi Alfieri,3.9,40,2018,12.38
Don Maximiano Founder's Reserve 1997,Chile,Aconcagua Valley,Errazuriz,4.5,40,1997,78.49
Glener Pinot Nero 2018,Italy,Südtirol - Alto Adige,Castelfeder,4.1,40,2018,14.13
Le Lucciole 2016,Italy,Romagna,Chiara Condello,4.4,40,2016,37.92
Matero 2018,Italy,Toscana,Carlo Gentili,3.4,40,2018,5.75
Klein Babylons Toren Cabernet Sauvignon - Merlot 2015,South Africa,Paarl,Backsberg,3.8,40,2015,15.50
Secco-Bertani Original Vintage Edition 2016,Italy,Verona,Bertani,4.1,40,2016,16.95
Gran Reserva Merlot 2017,Chile,Maule Valley,TerraNoble,3.5,40,2017,15.26
Mimus Spätburgunder Trocken 2016,Germany,Baden,Dr. Heger,3.9,40,2016,26.61
16 Primitivo Gioia del Colle 2015,Italy,Gioia del Colle,Polvanera,4.1,40,2015,21.90
Dornfelder 2018,Germany,Rheinhessen,P. J. Valckenberg,3.7,40,2018,6.40
Les Éclats 2017,France,Pic-Saint-Loup,Domaine Mirabel,3.9,40,2017,18.90
Vie Cave Maremma Toscana 2007,Italy,Maremma Toscana,Fattoria Aldobrandesca,3.6,40,2007,16.47
Tempranillo - Syrah 2017,Spain,Castilla,Gran Sello,4.0,40,2017,6.45
Amarone della Valpolicella 2015,Italy,Amarone della Valpolicella,Costa Arente,4.2,40,2015,63.15
Redigaffi Toscana 2017,Italy,Toscana,Tua Rita,4.5,40,2017,190.08
Montclàss 2014,Spain,Priorat,Cartoixa de Montsalvat,3.7,40,2014,14.95
Reserve Cabernet Sauvignon 2016,United States,Napa Valley,Lewis Cellars,4.2,40,2016,170.59
Vieilles Vignes Châteauneuf du Pape 2015,France,Châteauneuf-du-Pape,La Cabotte,4.2,40,2015,34.02
Mi Pueblo Syrah 2015,Chile,Central Valley,Viña Maipo,3.3,40,2015,6.50
Realda 2015,Italy,Veneto,Anselmi,3.8,40,2015,14.50
Serraboella Barbaresco 2014,Italy,Barbaresco,Rivetti Massimo,4.0,40,2014,34.02
Merlot Sicilia 2018,Italy,Terre Siciliane,Settesoli,3.1,40,2018,5.79
Brunello di Montalcino 2015,Italy,Brunello di Montalcino,Pietroso,4.2,40,2015,53.61
Vino Nobile di Montepulciano 2016,Italy,Vino Nobile di Montepulciano,De'Ricci,4.1,40,2016,16.56
Tempranillo 2016,Spain,Castilla,Infinitus,3.1,40,2016,4.92
Syrah 2017,New Zealand,Nelson,Seifried Estate,3.3,40,2017,16.77
Dark Lady of the Labyrinth Pinotage 2017,South Africa,Western Cape,Doolhof Wine Estate,4.0,400,2017,12.50
Vieilles Vignes Rouge Costières de Nîmes 2017,France,Costières-de-Nîmes,Château de Nages,3.6,400,2017,12.19
Saint-Émilion Grand Cru 2011,France,Saint-Émilion Grand Cru,Château Martinet,3.5,400,2011,16.35
Château de Haute-Serre Malbec 2016,France,Cahors,Georges Vigouroux,4.1,400,2016,19.40
Ritme Vinyes Velles Boniques 2017,Spain,Priorat,Acustic Celler,4.0,400,2017,17.99
Saint-Émilion Grand Cru (Grand Cru Classé) 2011,France,Saint-Émilion Grand Cru,Clos de l'Oratoire,4.0,400,2011,42.50
Saint-Émilion Grand Cru (Grand Cru Classé) 2015,France,Saint-Émilion Grand Cru,Château de Ferrand,3.9,401,2015,42
Bourgogne Pinot Noir 2016,France,Bourgogne,Antonin Rodet,3.5,401,2016,16.96
Montiano 2011,Italy,Lazio,Falesco,4.0,401,2011,26.92
Haut-Médoc 2015,France,Haut-Médoc,Château Charmail,3.8,401,2015,17.95
Pessac-Léognan (Premier Grand Cru Classé) 2009,France,Pessac-Léognan,Château Haut-Brion,4.7,401,2009,955.30
Bolgheri Il Seggio 2017,Italy,Bolgheri,Poggio Al Tesoro,4.0,401,2017,19.30
BriO de Cantenac Brown Margaux 2015,France,Margaux,Château Cantenac Brown,4.0,401,2015,36.33
Burdese 2011,Italy,Menfi,Planeta,4.0,402,2011,20.96
Ca'Marcanda Magari 2017,Italy,Bolgheri,Gaja,4.3,402,2017,42.50
Goru 38 Barrels 2016,Spain,Jumilla,EGO,4.2,402,2016,20.47
Pomerol 2005,France,Pomerol,Château La Conseillante,4.4,402,2005,289.95
Antièri Susumaniello 2017,Italy,Salento,Schola Sarmenti,4.3,403,2017,16.87
Brunello di Montalcino 2013,Italy,Brunello di Montalcino,Il Marroneto,4.2,403,2013,63.26
Finca Pedregal Single Vineyard Malbec - Cabernet Sauvignon 2014,Argentina,Mendoza,Pascual Toso,4.3,403,2014,50.11
Crianza 2015,Spain,La Mancha,Bodegas Artero,3.7,403,2015,6.99
Brunello di Montalcino 2012,Italy,Brunello di Montalcino,Poggio Landi,4.0,403,2012,38.50
Susumaniello 2017,Italy,Puglia,Epicuro,4.0,403,2017,14.94
Cabernet Sauvignon 2018,Argentina,Tupungato,Domaine Bousquet,3.6,404,2018,6.75
Margaux (Grand Cru Classé) 2015,France,Margaux,Château Marquis de Terme,4.1,404,2015,55.10
Montepulciano d'Abruzzo 2017,Italy,Montepulciano d'Abruzzo,Itinera Prima Classe,3.9,404,2017,6.30
Terra di Lavoro 2012,Italy,Roccamonfina,Galardi,4.2,404,2012,47.53
Saint-Julien (Grand Cru Classé) 2014,France,Saint-Julien,Château Gruaud Larose,4.1,404,2014,68.04
Saint-Julien (Grand Cru Classé) 2013,France,Saint-Julien,Château Léoville Barton,4.0,404,2013,77.01
Machete 2017,United States,California,Orin Swift,4.3,405,2017,57.51
Filius Cabernet - Merlot 2016,Australia,Margaret River,Vasse Felix,3.7,405,2016,20.90
Sfursat 2015,Italy,Valtellina,Nino Negri,4.3,405,2015,30.95
Eagle Peak Merlot 2015,United States,California,Fetzer,3.3,405,2015,10.69
Pinotage 2017,South Africa,Swartland,Spice Route,4.1,405,2017,15.90
Bussia Barolo 2013,Italy,Barolo,Costa di Bussia - Tenuta Arnulfo,3.9,406,2013,27.75
Lumà Nero d'Avola 2018,Italy,Terre Siciliane,Cellaro,3.8,406,2018,6.69
Agnus Cabernet Sauvignon 2012,Brazil,Encruzilhada do Sul,Lidio Carraro,3.2,406,2012,11.65
S Syrah 2012,Portugal,Alentejano,Esporão,4.0,406,2012,35.09
Corbières Domaine Georges Bertrand 2017,France,Corbières,Gérard Bertrand,3.8,406,2017,10.42
Pomerol 2013,France,Pomerol,Château de Sales,3.7,407,2013,28.07
Gigondas Aux Lieux-Dits 2015,France,Gigondas,Domaine Santa Duc,3.9,407,2015,19.95
Rouge (Estate Reserve) 2001,South Africa,Stellenbosch,Morgenster Estate,4.3,407,2001,43.82
Pian delle Vigne Rosso di Montalcino 2018,Italy,Rosso di Montalcino,Antinori,4.1,407,2018,21.85
Cabernet Sauvignon (Ou Kalant) 2017,South Africa,Coastal Region,MAN,3.5,408,2017,5.95
Pinot Noir 2017,Chile,Aconcagua Costa,Arboleda,3.8,408,2017,22.22
Saint-Émilion Grand Cru (Grand Cru Classé) 2014,France,Saint-Émilion Grand Cru,Clos de l'Oratoire,4.1,408,2014,39.90
Bardolino Classico 2018,Italy,Bardolino,Zonin,3.2,408,2018,6.31
Margaux 2016,France,Margaux,Château La Tour de Mons,4.1,409,2016,34.32
Margaux 2005,France,Margaux,Château Rauzan-Gassies,4.1,409,2005,69.95
Maroccoli Syrah 2014,Italy,Menfi,Planeta,4.0,409,2014,22
1952 Brindisi Riserva 2016,Italy,Brindisi,Cantina Sampietrana,4.1,409,2016,7.99
Sfursat Carlo Negri 2016,Italy,Valtellina,Nino Negri,4.2,409,2016,23.29
Tempranillo 2017,Spain,Valencia,The Tapas Wine Collection,3.5,409,2017,7.32
Ribera del Duero Crianza 2014,Spain,Ribera del Duero,Balbas,3.7,409,2014,19.31
Reserve Red 2015,South Africa,Stellenbosch,Reyneke,3.9,41,2015,54.25
Encostas do Vale Godinho 2016,Portugal,Tejo,Alveirão,3.6,41,2016,9.85
Barbera d'Alba La Martina 2018,Italy,Barbera d'Alba,Broccardo,4.1,41,2018,10.10
Amarone della Valpolicella 2013,Italy,Amarone della Valpolicella,Prà,4.4,41,2013,49.95
Art 'n' Soul Shiraz - Grenache 2015,Australia,Barossa,Peter Lehmann,3.4,41,2015,10.42
Lagrein 2019,Italy,Südtirol - Alto Adige,Terlan (Terlano),4.0,41,2019,11.69
Brunello di Montalcino Grazia 2013,Italy,Brunello di Montalcino,Il Bosco di Grazia,4.1,41,2013,49.88
Rosso di Montalcino 2018,Italy,Rosso di Montalcino,Capanna,4.2,41,2018,17.90
Barolo 2012,Italy,Barolo,Vinchio - Vaglio Serra,3.8,41,2012,26.50
Extra Libre 2018,France,Cahors,Château du Cèdre,3.8,41,2018,17.50
Pinot Noir 2015,New Zealand,Marlborough,Nautilus,3.6,41,2015,27.71
Parej Barolo 2014,Italy,Barolo,Icardi,3.8,41,2014,27.82
The Fifth Wave Grenache 2017,Australia,Barossa,Langmeil,4.1,41,2017,28.31
Pessac-Léognan Rouge 2005,France,Pessac-Léognan,Château de Rouillac,3.9,41,2005,29.95
Spätburgunder Roter Porphyr 2016,Germany,Baden,Kopp,3.5,41,2016,15.37
Rosso di Montalcino (Campo di Marzo) 2013,Italy,Rosso di Montalcino,Il Valentiano,3.4,41,2013,31.85
Buriano Toscana 2013,Italy,Toscana,Rocca di Castagnoli,3.7,41,2013,32.65
Amarone Corte Brà 2010,Italy,Amarone della Valpolicella,Sartori,4.4,41,2010,34.02
Zweigelt Alte Reben 2018,Austria,Burgenland,Paul Achs,3.7,41,2018,14.17
Barrancas Toso Red 2013,Argentina,Mendoza,Pascual Toso,4.0,41,2013,13.82
Malbec Reserva 2018,Argentina,Lujan de Cuyo,Sottano,4.0,41,2018,13.60
Les Combettes 2016,France,Côtes du Brian,Domaine Anne Gros & Jean-Paul Tollot,3.8,41,2016,19.30
Les Escures 2018,France,Cahors,Mas del Périé - Fabien Jouves,3.6,41,2018,13
Piroska Trocken 2019,Austria,Niederösterreich,Joiseph,4.1,41,2019,12.87
Blutsbruder Für Immer Vereint Rot 2016,Germany,Rheinhessen,Karl May,3.8,41,2016,12.62
Domini Douro 2018,Portugal,Douro,José Maria da Fonseca,3.5,41,2018,12.52
Fronsac 2014,France,Fronsac,Château Moulin Haut-Laroque,3.9,41,2014,19.45
Blaufränkisch 2017,Austria,Neusiedlersee,Heinrich,3.7,41,2017,10.83
Vieilles Vignes Nuits-Saint-Georges 2017,France,Nuits-Saint-Georges,Domaine Truchetet,4.0,41,2017,49.90
La Colomina 2016,France,Côtes Catalanes,Domaine la Casenove,3.7,41,2016,9.65
Saint-Estèphe (Grand Cru Classé) 2017,France,Saint-Estèphe,Château Lafon-Rochet,3.6,41,2017,48.64
Valdepila Tempranillo 2013,Spain,Ribera del Duero,Viñedos Milénico,4.0,41,2013,22.20
Ferguson Vineyard 2015,United States,Columbia Valley,L'Ecole No 41,4.4,41,2015,63.96
Alta Colección Cabernet Sauvignon Mendoza 2018,Argentina,Mendoza,Bodega Piedra Negra,3.9,41,2018,8.99
Reserva Cabernet Sauvignon 2017,Chile,Colchagua Valley,Montes,3.6,41,2017,8.69
Côté Sud 2018,France,Côtes Catalanes,Domaine Lafage,3.6,41,2018,7.85
Il Lemos Susumaniello 2018,Italy,Salento,Leone de Castris,3.6,41,2018,8.63
Echézeaux Grand Cru 2013,France,Échezeaux Grand Cru,Louis Jadot - Domaine Gagey,4.2,41,2013,222.13
Tempranillo 2018,Spain,Rioja,Hacienda Grimon,3.9,41,2018,8.55
Côtes du Rhône Villages 2016,France,Côtes-du-Rhône-Villages,François Arnaud,3.7,41,2016,8.53
Einstern Pinot Noir 2015,Germany,Mosel,Markus Molitor,3.7,41,2015,22.22
Rota de Cabral Tinto 2017,Portugal,Ribatejo,Ribeirinha,3.0,41,2017,5.19
La Borde Côtes du Rhône 2017,France,Côtes-du-Rhône,Le Plan des Moines,3.8,41,2017,6.73
Shiraz 2015,United States,California,Crane Lake,3.5,41,2015,9.26
Pomerol 2010,France,Pomerol,Château l'Eglise-Clinet,4.5,41,2010,439.95
Pimpala Road Shiraz 2017,Australia,South Australia,Geoff Merrill,3.8,41,2017,9.26
Summa Edición Limitada 2015,Spain,Ribera del Duero,Portia,4.4,41,2015,89
Cabernet - Shiraz 2018,Spain,La Mancha,Añoranza,3.2,41,2018,4.44
Pinot Noir 2017,United States,Russian River Valley,Paul Hobbs,4.4,41,2017,69
Cirò Rosso Classico 2017,Italy,Cirò,Tenuta dei Baroni Capoano,3.6,41,2017,8.45
Vierlas 2015,Spain,Ribera del Queiles,Guelbenzu,3.6,41,2015,5.95
Sunnae Montepulciano d'Abruzzo 2018,Italy,Montepulciano d'Abruzzo,Col del Mondo,3.5,41,2018,8.09
Saint-Émilion Grand Cru 2008,France,Saint-Émilion Grand Cru,Château Bellevue-Mondotte,4.4,41,2008,257.35
Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2016,France,Saint-Émilion Grand Cru,Château Belair-Monange,4.3,41,2016,167.95
Sud Negroamaro 2018,Italy,Salento,San Marzano,4.0,41,2018,7.25
Tempranillo (Roble) 2018,Spain,Castilla,Las Corazas,3.4,41,2018,4.75
Logistilla Nerello Mascalese 2018,Italy,Terre Siciliane,Luna Gaia,4.0,41,2018,8.95
Micina Nerello Mascalese 2018,Italy,Terre Siciliane,Cellaro,3.9,410,2018,8.49
Haut-Médoc (Grand Cru Classé) 2016,France,Haut-Médoc,Château Cantemerle,3.9,410,2016,38.95
Bordeaux de Gloria 2016,France,Bordeaux,Château Gloria,3.5,410,2016,9.70
Toscana Rosso 2013,Italy,Toscana,Collazzi,4.1,410,2013,86.33
Listrac-Médoc 2016,France,Listrac-Médoc,Château Fourcas Dupré,3.7,410,2016,15.45
Old Bush Vine Grenache (Samuel's Garden Collection) 2015,Australia,Barossa,Yalumba,3.8,411,2015,20.76
Single Vineyard I Comunali Amarone della Valpolicella Classico 2015,Italy,Amarone della Valpolicella Classico,Villalta,4.2,411,2015,29.90
Bordeaux Supérieur 2016,France,Bordeaux Supérieur,Château Argadens,3.7,411,2016,9.90
Asinone Vino Nobile di Montepulciano 2014,Italy,Vino Nobile di Montepulciano,Poliziano,4.1,411,2014,35.90
Haut-Médoc 2015,France,Haut-Médoc,Château Paloumey,3.8,411,2015,19.95
Haut-Médoc (Grand Cru Classé) 2013,France,Haut-Médoc,Château La Tour Carnet,3.8,411,2013,36.33
Réserve del Conte 2017,Italy,Südtirol - Alto Adige,Manincor,3.9,411,2017,16.21
Quinta da Leda Douro 2016,Portugal,Douro,Casa Ferreirinha,4.4,412,2016,34.99
Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2005,France,Saint-Émilion Grand Cru,Château Canon,4.4,412,2005,138.95
Oak Aged Red Blend 2017,Spain,Navarra,Pago de Cirsus,3.8,412,2017,5.75
Pinot Noir 2018,South Africa,Hemel-en-Aarde Valley,Hamilton Russell Vineyards,4.2,412,2018,43.50
Villa Antinori Rosso 2017,Italy,Toscana,Antinori,4.1,412,2017,12.57
Saint-Julien (Grand Cru Classé) 2016,France,Saint-Julien,Château Lagrange,4.1,412,2016,45.95
Médoc 2015,France,Médoc,Château Saint-Aubin,3.7,413,2015,15.05
Buio 2018,Italy,Carignano del Sulcis,Mesa,3.6,413,2018,16.59
Pomerol 2015,France,Pomerol,Château Chantalouette,3.9,413,2015,31.19
Montagne-Saint-Émilion 2014,France,Montagne-Saint-Émilion,Château Tour Bayard,3.9,413,2014,17.79
Appassite Rosso 2018,Italy,Veneto,Luna Argenta,4.3,413,2018,9.95
Cabernet Sauvignon 2015,United States,Napa Valley,Robert Mondavi,4.0,4132,2015,39.90
Max Reserva Cabernet Sauvignon 2015,Chile,Aconcagua Valley,Errazuriz,3.8,4134,2015,13.55
Roble 2018,Spain,Ribera del Duero,Bodegas Vilano,3.8,414,2018,8.10
Brunello di Montalcino 2012,Italy,Toscana,Fuligni,4.3,414,2012,48.40
Barolo Serralunga 2015,Italy,Barolo,Pira Luigi,4.1,414,2015,32
Peiragal Barbera d'Alba 2017,Italy,Barbera d'Alba,Marchesi di Barolo,4.2,414,2017,17.50
